pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
WASP-1 b,Transit,2.51996100,,,0,291.76794,28.92253,-28.60470,0
XO-1 b,Transit,3.94153400,,,0,291.76794,25.74423,-24.79074,0
WASP-1 b,Transit,2.51994490,0.00000130,-0.00000130,0,292.00000,29.00000,-29.00000,0
TrES-4 b,Transit,3.55394500,0.00007500,-0.00007500,0,292.07300,23.20100,-23.20100,0
WASP-41 b,Transit,3.05240100,0.00000400,-0.00000400,0,292.39100,19.06900,-19.06900,0
XO-1 b,Transit,3.94150685,0.00000202,-0.00000202,0,292.39100,25.42500,-25.42500,0
TOI-2154 b,Transit,3.82408010,0.00000250,-0.00000250,0,292.40213,60.38740,-57.20911,0
HAT-P-33 b,Transit,3.47447000,0.00000100,-0.00000100,0,292.40360,158.91500,-158.91500,0
HATS-32 b,Transit,2.81265480,0.00000550,-0.00000550,0,292.40360,31.78300,-31.78300,0
TrES-4 b,Transit,3.55394500,,,0,292.40360,23.20159,-22.88376,0
WASP-76 b,Transit,1.80988600,0.00000100,-0.00000100,0,292.40360,9.53490,-9.53490,0
HATS-55 b,Transit,4.20420010,0.00000330,-0.00000330,0,292.72143,24.15508,-24.15508,0
WASP-98 b,Transit,2.96264036,0.00000043,-0.00000043,0,293.03926,25.42640,-25.42640,0
XO-1 b,Transit,3.94151280,0.00000280,-0.00000280,0,293.67492,24.47291,-24.47291,0
TrES-4 b,Transit,3.55394500,,,0,293.99128,25.74410,-26.06193,0
WASP-2 b,Transit,2.15222163,0.00000042,-0.00000042,0,293.99275,25.74423,-27.96904,0
Kepler-412 b,Transit,1.72086120,0.00000005,-0.00000005,0,294.62841,24.15508,-22.56593,0
WASP-28 b,Transit,3.40883870,0.00000160,-0.00000160,0,294.62841,15.57367,-15.57367,0
K2-140 b,Transit,6.56918800,0.00003100,-0.00003100,0,295.58042,12.71314,-12.71314,0
NGTS-8 b,Transit,2.49970000,0.00001000,-0.00001000,0,295.58190,12.71320,-9.53490,0
WASP-2 b,Transit,2.15217500,0.00001200,-0.00001100,0,295.89973,19.06980,-18.43414,0
KELT-23 A b,Transit,2.25525100,0.00001100,-0.00001200,0,298.12454,15.25584,-13.98452,0
Kepler-412 b,Transit,1.72086123,0.00000005,-0.00000005,0,298.43000,27.01400,-27.01400,0
TOI-2193 A b,Transit,2.12257350,0.00000160,-0.00000160,0,298.75870,57.20911,-57.20911,0
WASP-41 b,Transit,3.05240400,0.00000090,-0.00000090,0,298.76020,15.89150,-15.89150,0
HATS-34 b,Transit,2.10616070,0.00000470,-0.00000470,0,299.07803,22.88376,-22.88376,0
Kepler-412 b,Transit,1.72086040,0.00000030,-0.00000030,0,299.07803,39.72875,-6.03877,0
WASP-41 b,Transit,3.05240100,0.00000400,-0.00000400,0,299.07803,20.65895,-20.34112,0
Kepler-11 g,Transit,118.37774000,0.00112000,-0.00112000,0,300.00000,,,0
WASP-74 b,Transit,2.13775000,0.00000100,-0.00000100,0,300.03152,19.38763,-18.75197,0
WASP-1 b,Transit,2.51994480,0.00000050,-0.00000050,0,301.30284,9.21707,-8.89924,0
WASP-68 b,Transit,5.08429800,0.00001500,-0.00001500,0,301.93000,9.53000,-9.53000,0
KELT-12 b,Transit,5.03162300,0.00003200,-0.00003100,0,301.93850,44.49620,-44.49620,0
TOI-892 b,Transit,10.62656000,0.00007000,-0.00007000,0,301.93850,22.24810,-22.24810,0
WASP-74 b,Transit,2.13775000,0.00000100,-0.00000100,0,301.93850,19.06980,-19.06980,0
WASP-68 b,Transit,5.08429800,0.00001500,-0.00001500,0,304.16331,7.94575,-7.62792,0
HATS-63 b,Transit,3.05665270,0.00000490,-0.00000490,0,305.11680,38.13960,-38.13960,0
HATS-64 b,Transit,4.90889700,0.00001300,-0.00001300,0,305.11680,63.56600,-63.56600,0
WASP-7 b,Transit,4.95464160,0.00000350,-0.00000350,0,305.11680,41.31790,-41.31790,0
WASP-7 b,Transit,4.95464160,0.00000350,-0.00000350,0,305.11680,,,0
WASP-7 b,Transit,4.95464160,0.00000350,-0.00000350,0,305.11680,41.31790,-41.31790,0
WASP-7 b,Transit,4.95465800,0.00005500,-0.00004300,0,305.11680,38.13960,-57.20940,0
WASP-45 b,Transit,3.12608900,0.00000300,-0.00000300,0,306.38812,18.43414,-17.79848,0
K2-99 b,Transit,18.24900000,0.00100000,-0.00100000,0,308.29510,28.60470,-28.60470,0
Kepler-539 b,Transit,125.63243000,0.00071000,-0.00071000,0,308.29510,92.17070,-92.17070,0
WASP-58 b,Transit,5.01718000,0.00001100,-0.00001100,0,308.29510,88.99240,-88.99240,0
TOI-1811 b,Transit,3.71307650,0.00000170,-0.00000170,0,308.92921,24.15496,-24.79062,0
TOI-1130 c,Transit,8.35038100,0.00003200,-0.00003300,0,309.56642,13.66669,-13.98452,0
TOI-2803 A b,Transit,1.96229325,0.00000082,-0.00000082,0,309.88270,26.37976,-22.24799,0
WASP-41 b,Transit,3.05240154,0.00000041,-0.00000041,0,310.51991,8.26358,-8.26358,0
TOI-2202 b,Transit,11.91010000,0.00220000,-0.00360000,0,310.83618,20.02319,-18.68831,0
WASP-48 b,Transit,2.14363400,0.00000300,-0.00000300,0,311.46000,28.60400,-28.60400,0
TOI-3688 A b,Transit,3.24607500,0.00001200,-0.00001200,0,311.47184,31.78284,-34.96112,0
HAT-P-5 b,Transit,2.78849000,0.00002500,-0.00002500,0,311.47340,63.56600,-63.56600,0
WASP-1 b,Transit,2.51994640,0.00000080,-0.00000080,0,311.47340,15.25584,-13.66669,0
WASP-185 b,Transit,9.38755000,0.00002000,-0.00002000,0,311.47340,19.06980,-19.06980,0
WASP-7 b,Transit,4.95464160,0.00000350,-0.00000350,0,311.47340,41.31790,-41.31790,0
Kepler-44 b,Transit,3.24672930,0.00000300,-0.00000300,0,311.79123,31.78300,-30.82951,0
WASP-48 b,Transit,2.14363592,0.00000460,-0.00000460,0,312.74472,27.01555,-27.01555,0
TOI-1601 b,Transit,5.33175100,0.00001100,-0.00001100,0,314.65170,34.96130,-34.96130,0
WASP-175 b,Transit,3.06529070,0.00000110,-0.00000160,0,314.65170,41.31790,-41.31790,0
Kepler-44 b,Transit,3.24672930,0.00000300,-0.00000300,0,317.82000,31.78000,-31.78000,0
TOI-251 b,Transit,4.93777000,0.00002800,-0.00002900,0,317.83000,,,1
WASP-129 b,Transit,5.74814500,0.00000400,-0.00000400,0,317.83000,31.78300,-31.78300,0
WASP-190 b,Transit,5.36775300,0.00000400,-0.00000400,0,317.83000,31.78300,-31.78300,0
WASP-45 b,Transit,3.12609600,0.00000490,-0.00000490,0,318.46566,19.70546,-19.70546,0
WASP-45 b,Transit,3.12608760,0.00000350,-0.00000350,0,318.78349,17.16282,-17.16282,0
WASP-45 b,Transit,3.12608760,0.00000350,-0.00000350,0,320.04100,16.84400,-16.84400,0
OGLE-TR-132 b,Transit,1.68965000,,,0,320.99000,98.52000,-98.52000,0
OGLE-TR-182 b,Transit,3.97910000,0.00001000,-0.00001000,0,320.99500,47.67200,-47.67200,0
Kepler-167 e,Transit,1071.23205000,0.00059000,-0.00058000,0,321.00669,50.85255,-47.67426,0
HD 202772 A b,Transit,3.30895800,0.00008300,-0.00008300,0,323.23311,22.24810,-21.61244,0
K2-140 b,Transit,6.56930000,0.00001700,-0.00002000,0,323.86877,22.24810,-22.24810,0
Kepler-44 b,Transit,3.24674000,0.00001800,-0.00001800,0,324.17000,22.25000,-22.25000,0
TOI-3693 b,Transit,9.08851600,0.00002600,-0.00002700,0,324.18498,76.27882,-69.92225,0
WASP-26 b,Transit,2.75660000,0.00001000,-0.00001000,0,324.18498,9.53485,-9.53485,0
HAT-P-5 b,Transit,2.78847360,0.00000052,-0.00000052,0,324.18660,31.78300,-31.78300,0
HD 88133 b,Radial Velocity,3.41486740,0.00004570,-0.00004730,0,324.18660,193.87630,-88.99240,0
WASP-26 b,Transit,2.75659720,0.00000190,-0.00000190,0,324.18660,10.48839,-10.48839,0
Kepler-87 b,Transit,114.73635000,0.00015000,-0.00015000,0,324.20000,8.80000,-8.80000,0
WASP-26 b,Transit,2.75660040,0.00000670,-0.00000670,0,326.71500,6.67400,-6.67400,0
CoRoT-1 b,Transit,1.50895570,0.00000640,-0.00000640,0,327.35000,38.14000,-38.14000,0
Kepler-424 b,Transit,3.31186440,0.00000039,-0.00000039,0,327.35000,41.32000,-41.32000,0
OGLE-TR-211 b,Transit,3.67724000,0.00003000,-0.00003000,0,327.35100,63.56300,-63.56300,0
CoRoT-1 b,Transit,1.50896860,0.00000060,-0.00000060,0,327.36490,31.78300,-31.78300,0
HATS-58 A b,Transit,4.21808960,0.00000890,-0.00000890,0,327.36490,73.10090,-73.10090,0
Kepler-44 b,Transit,3.24672200,0.00000730,-0.00000730,0,327.36490,27.65121,-27.65121,0
WASP-48 b,Transit,2.14363400,0.00000300,-0.00000300,0,327.68273,14.62018,-14.30235,0
WASP-26 b,Transit,2.75659720,0.00000190,-0.00000190,0,329.90754,6.35660,-6.67443,0
TOI-3807 b,Transit,2.89897270,0.00000380,-0.00000390,0,330.54154,47.67426,-44.49598,0
WASP-45 b,Transit,3.12609000,0.00000300,-0.00000300,0,330.54320,92.17070,-92.17070,0
HAT-P-42 b,Transit,4.64187800,0.00003200,-0.00003200,0,331.80100,26.37900,-26.37900,0
XO-5 b,Transit,4.18775581,0.00000058,-0.00000058,0,332.45018,10.48839,-10.48839,0
HAT-P-35 b,Transit,3.64670600,0.00002100,-0.00002100,0,334.97900,10.48800,-10.48800,0
HAT-P-35 b,Transit,3.64670600,0.00002100,-0.00002100,0,335.62848,10.48839,-10.48839,0
HAT-P-6 b,Transit,3.85298500,0.00000500,-0.00000500,0,335.93200,37.82000,-37.82000,0
HAT-P-61 b,Transit,1.90231289,0.00000077,-0.00000077,0,335.94463,22.24799,-22.24799,0
XO-5 b,Transit,4.18775700,0.00001100,-0.00001100,0,336.56800,8.89900,-8.89900,0
HAT-P-6 b,Transit,3.85298500,,,0,336.58197,16.84499,-16.52716,0
HAT-P-5 b,Transit,2.78849100,0.00002500,-0.00002500,0,336.89000,34.96000,-34.96000,0
HAT-P-5 b,Transit,2.78849100,,,0,336.89980,34.96130,-34.96130,0
OGLE-TR-182 b,Transit,3.97910000,0.00001000,-0.00001000,0,336.89980,47.67450,-47.67450,0
WASP-24 b,Transit,2.34122170,0.00000080,-0.00000080,0,336.89980,9.53490,-9.21707,0
HAT-P-6 b,Transit,3.85300300,0.00000140,-0.00000140,0,337.85329,18.11631,-18.11631,0
HATS-14 b,Transit,2.76676410,0.00000270,-0.00000270,0,339.76027,29.87602,-30.82951,0
WASP-19 b,Transit,0.78883899,0.00000004,-0.00000004,0,339.76027,12.07754,-11.75971,0
WASP-75 b,Transit,2.48419300,0.00000300,-0.00000300,0,340.06000,15.89000,-15.89000,0
CoRoT-1 b,Transit,1.50897655,0.00000010,-0.00000010,0,340.07810,54.03110,-54.03110,0
HATS-14 b,Transit,2.76676400,0.00000300,-0.00000200,0,340.07810,22.24810,-22.24810,0
OGLE-TR-182 b,Transit,3.97910000,0.00001000,-0.00001000,0,340.07810,47.67450,-63.56600,0
HATS-3 b,Transit,3.54785100,0.00000500,-0.00000500,0,340.38200,43.22300,-43.22300,0
WASP-24 b,Transit,2.34121242,0.00000200,-0.00000200,0,340.38200,11.44100,-12.07700,0
HATS-14 b,Transit,2.76676410,0.00000270,-0.00000270,0,340.39593,22.24810,-22.24810,0
HATS-3 b,Transit,3.54785100,0.00000500,-0.00000500,0,340.39593,43.22488,-43.22488,0
WASP-47 b,Transit,4.15912870,0.00000490,-0.00000490,0,341.00000,73.00000,-55.00000,0
WASP-75 b,Transit,2.48419300,0.00000300,-0.00000300,0,341.03159,18.75197,-17.79848,0
Kepler-424 b,Transit,3.31186440,0.00000390,-0.00000390,0,341.98508,30.51168,-29.24036,0
TOI-5205 b,Transit,1.63075700,0.00000100,-0.00000100,0,343.00000,18.00000,-17.00000,0
OGLE-TR-113 b,Transit,1.43247580,0.00000460,-0.00000460,0,343.25640,88.99240,-88.99240,0
WASP-68 b,Transit,5.08430000,0.00001500,-0.00001500,0,343.25640,79.45750,-79.45750,0
Kepler-97 c,Radial Velocity,789.00000000,,,-1,344.00000,,,-1
WASP-7 b,Transit,4.95464160,0.00000350,-0.00000350,0,344.20989,29.55819,-27.96904,0
WASP-171 b,Transit,3.81862440,0.00000380,-0.00000380,0,344.52772,29.87602,-29.87602,0
XO-5 b,Transit,4.18775700,0.00001100,-0.00001100,0,344.52772,17.79848,-17.79848,0
Qatar-1 b,Transit,1.42003300,0.00001600,-0.00001600,0,346.42000,26.69700,-25.74300,0
CoRoT-19 b,Transit,3.89713000,0.00002000,-0.00002000,0,346.43470,29.55819,-24.79074,0
KPS-1 b,Transit,1.70629100,0.00005900,-0.00005900,0,346.43470,27.33338,-27.65121,0
HD 189733 b,Radial Velocity,2.20000000,,,0,349.60000,,,0
CoRoT-35 b,Transit,3.22748000,0.00008000,-0.00008000,0,349.61125,117.59651,-117.59651,0
Kepler-418 b,Transit,86.67856000,0.00007000,-0.00007000,0,349.61125,,,1
HATS-3 b,Transit,3.54785100,0.00000500,-0.00000500,0,349.61300,57.20940,-60.38770,0
K2-97 b,Transit,8.40610000,0.00150000,-0.00150000,0,349.61300,34.96130,-34.96130,0
KOI-12 b,Transit,17.85518200,0.00000800,-0.00000600,0,349.61300,1112.40500,-254.26400,0
Kepler-418 b,Transit,86.67900000,,,0,349.61300,,,1
HAT-P-6 b,Transit,3.85300300,0.00000120,-0.00000120,0,351.51998,12.39537,-12.71320,0
WASP-24 b,Transit,2.34122170,0.00000080,-0.00000080,0,352.47347,17.16282,-17.16282,0
CoRoT-19 b,Transit,3.89713000,0.00002000,-0.00002000,0,352.78000,19.07000,-19.07000,0
TOI-3819 b,Transit,3.24431410,0.00000550,-0.00000550,0,352.78953,57.20911,-63.56568,0
K2-34 b,Transit,2.99561000,0.00001700,-0.00001700,0,352.79130,149.38010,-149.38010,0
WASP-78 b,Transit,2.17518000,0.00000500,-0.00000500,0,352.79130,171.62820,-171.62820,0
WASP-19 b,Transit,0.78883942,0.00000033,-0.00000033,0,354.06262,12.71320,-12.71320,0
WTS-2 b,Transit,1.01870680,0.00000065,-0.00000065,0,355.96960,50.85280,-50.85280,0
HD 189733 b,Radial Velocity,2.21857520,0.00000008,-0.00000008,0,356.92309,14.30235,-14.30235,0
WASP-95 b,Transit,2.18467300,0.00000140,-0.00000140,0,359.13000,31.78000,-12.71000,0
CoRoT-1 b,Transit,1.50895570,,,0,359.14790,22.24810,-22.24810,0
HD 189733 b,Radial Velocity,2.21857567,0.00000015,-0.00000015,0,359.14790,25.42640,-25.42640,0
OGLE-TR-10 b,Transit,3.10127800,0.00000400,-0.00000400,0,359.14790,508.52800,-123.95370,0
WASP-47 b,Transit,4.15914090,0.00000720,-0.00000720,0,359.14790,19.06980,-19.06980,0
WASP-47 b,Transit,4.15913990,0.00000720,-0.00000720,0,362.31100,15.89100,-15.89100,0
HD 189733 b,Radial Velocity,2.22000000,,,0,362.32620,,,0
OGLE-TR-132 b,Transit,1.68986800,0.00000300,-0.00000300,0,362.32620,38.13960,-38.13960,0
WASP-19 b,Transit,0.79000000,,,0,362.32620,,,0
WASP-47 b,Transit,4.15912890,0.00000420,-0.00000420,0,363.10000,7.30000,-7.30000,0
HD 189733 b,Radial Velocity,2.21857300,,,0,363.58200,18.11600,-18.11600,0
WASP-47 b,Transit,4.15914920,0.00000060,-0.00000060,0,363.60000,7.30000,-7.30000,0
HD 189733 b,Radial Velocity,2.21900000,0.00050000,-0.00050000,0,365.49000,12.71000,-12.71000,0
HD 189733 b,Radial Velocity,2.21857578,0.00000080,-0.00000080,0,365.50450,12.39537,-12.39537,0
XO-5 b,Transit,4.18773200,0.00002000,-0.00002000,0,365.50450,25.42640,-25.42640,0
WASP-19 b,Transit,0.78883852,0.00000075,-0.00000082,0,366.77398,24.79062,-25.42627,0
CoRoT-19 b,Transit,3.89713000,0.00002000,-0.00002000,0,367.09365,22.88376,-22.88376,0
WASP-121 b,Transit,1.27492504,0.00000015,-0.00000014,0,367.72747,22.24799,-22.24799,0
WASP-19 b,Transit,0.78883960,0.00000100,-0.00000100,0,367.72931,24.15508,-24.79074,0
V1298 Tau e,Transit,40.20000000,1.00000000,-1.00000000,0,368.68095,95.34852,-95.34852,0
WASP-133 b,Transit,2.17642300,0.00000100,-0.00000100,0,368.68280,28.60470,-28.60470,0
WASP-47 b,Transit,4.15912820,0.00000460,-0.00000460,0,370.00000,29.00000,-29.00000,0
WASP-19 b,Transit,0.78883900,0.00000020,-0.00000020,0,370.27195,21.61244,-21.61244,0
HD 189733 b,Radial Velocity,2.21857700,0.00000900,-0.00001000,0,370.58978,16.52716,-15.57367,0
WASP-19 b,Transit,0.78884000,0.00000030,-0.00000030,0,371.21000,7.31000,-7.31000,0
HAT-P-37 b,Transit,2.79743600,0.00000700,-0.00000700,0,371.52800,32.73500,-32.73500,0
HD 2685 b,Transit,4.12688000,0.00005000,-0.00004000,0,371.86110,38.13960,-38.13960,0
OGLE-TR-132 b,Transit,1.68986531,0.00000064,-0.00000064,0,371.86110,47.67450,-47.67450,0
OGLE-TR-132 b,Transit,1.68986800,0.00000300,-0.00000300,0,371.86110,44.49620,-44.49620,0
WASP-33 b,Transit,1.21986983,0.00000045,-0.00000045,0,371.86110,368.68280,-368.68280,0
WASP-4 b,Transit,1.33823162,0.00000007,-0.00000007,0,371.86110,4.76745,-4.76745,0
WASP-82 b,Transit,2.70579000,0.00000200,-0.00000200,0,371.86110,63.56600,-63.56600,0
OGLE-TR-132 b,Transit,1.68986800,,,0,375.02000,44.49000,-41.32000,0
TOI-1181 b,Transit,2.10319500,0.00001200,-0.00001100,0,375.03752,44.49598,-44.49598,0
TOI-3540 A b,Transit,3.11999900,0.00000790,-0.00000790,0,375.03752,44.49598,-44.49598,0
KELT-18 b,Transit,2.87175180,0.00000280,-0.00000280,0,375.03940,34.96130,-34.96130,0
OGLE-TR-56 b,Transit,1.21191890,,,0,375.03940,44.49620,-44.49620,0
TOI-157 b,Transit,2.08454350,0.00000230,-0.00000230,0,375.03940,41.31790,-38.13960,0
WASP-4 b,Transit,1.33823000,0.00000220,-0.00000220,0,375.03940,152.55840,-152.55840,0
WASP-121 b,Transit,1.27492550,0.00000020,-0.00000025,0,375.99289,20.34112,-19.70546,0
WASP-4 b,Transit,1.33823147,0.00000002,-0.00000002,0,376.94638,28.60470,-31.14734,0
OGLE-TR-132 b,Transit,1.68985700,0.00000600,-0.00000600,0,378.20000,41.32000,-41.32000,0
XO-5 b,Transit,4.18775580,0.00000060,-0.00000060,0,378.20000,9.53000,-9.53000,0
HAT-P-37 b,Transit,2.79744710,0.00000110,-0.00000110,0,378.21770,34.96130,-34.96130,0
HAT-P-41 b,Transit,2.69405000,0.00000400,-0.00000400,0,378.21770,190.69800,-190.69800,0
Qatar-9 b,Transit,1.54073100,0.00003800,-0.00003800,0,378.21770,50.85280,-50.85280,0
HATS-33 b,Transit,2.54955510,0.00000610,-0.00000610,0,378.85336,16.84499,-16.84499,0
HIP 94235 b,Transit,7.71305700,0.00002100,-0.00002100,0,379.00000,,,1
KELT-14 b,Transit,1.71005880,0.00000250,-0.00000250,0,380.12468,22.88376,-22.88376,0
TrES-2 b,Transit,2.47061317,0.00000009,-0.00000009,0,380.44251,21.61244,-21.61244,0
TrES-2 b,Transit,2.47061344,0.00000750,-0.00000750,0,380.74400,16.84400,-16.84400,0
TrES-2 b,Transit,2.47062100,0.00001700,-0.00001700,0,380.76034,16.84499,-16.84499,0
TrES-2 b,Transit,2.47062100,0.00001700,-0.00001700,0,380.76034,16.84499,-16.84499,0
TrES-2 b,Transit,2.47063000,0.00001000,-0.00001000,0,381.10000,16.52700,-16.52700,0
HAT-P-37 b,Transit,2.79743600,0.00000700,-0.00000700,0,381.39600,38.13960,-34.96130,0
KOI-351 h,Transit,331.60100000,,,0,381.39600,,,1
TrES-2 b,Transit,2.47063000,,,0,381.39600,16.20933,-16.84499,0
TrES-2 b,Transit,2.47061892,0.00000018,-0.00000012,0,382.03166,15.89150,-16.20933,0
WASP-95 b,Transit,2.18467300,0.00000140,-0.00000140,0,382.66732,22.56593,-23.51942,0
PSR J1719-1438 b,Pulsar Timing,0.09070629,0.00000000,0.00000000,0,382.80000,,,-1
WASP-47 b,Transit,4.16071000,0.00038000,-0.00038000,0,383.00000,190.00000,-120.00000,0
TrES-2 b,Transit,2.47061323,0.00000007,-0.00000007,0,383.30298,15.57367,-15.57367,0
TrES-2 b,Transit,2.47061337,0.00000002,-0.00000002,0,385.20996,16.20933,-15.89150,0
WASP-4 b,Transit,1.33823251,0.00000031,-0.00000031,0,386.48128,4.13179,-4.13179,0
TOI-163 b,Transit,4.23130600,0.00006300,-0.00005700,0,387.75260,38.13960,-38.13960,0
WASP-138 b,Transit,3.63443300,0.00000500,-0.00000500,0,387.75260,25.42640,-25.42640,0
WASP-64 b,Transit,1.57329180,0.00000150,-0.00000150,0,388.07043,23.20159,-22.56593,0
HATS-35 b,Transit,1.82099930,0.00000160,-0.00000160,0,388.38826,24.79074,-24.79074,0
CoRoT-1 b,Transit,1.50896820,0.00000050,-0.00000050,0,390.93090,31.78300,-31.78300,0
OGLE-TR-113 b,Transit,1.43247425,0.00000034,-0.00000034,0,390.93090,63.56600,-63.56600,0
WASP-119 b,Transit,2.49979000,0.00001000,-0.00001000,0,390.93090,25.42640,-25.42640,0
WASP-130 b,Transit,11.55098000,0.00001000,-0.00001000,0,390.93090,12.71320,-12.71320,0
K2-237 b,Transit,2.18055770,0.00000570,-0.00000570,0,392.83788,13.98452,-13.98452,0
TOI-677 b,Transit,11.23660000,0.00011000,-0.00011000,0,392.83788,21.93027,-21.29461,0
WASP-4 b,Transit,1.33823187,0.00000025,-0.00000025,0,393.13900,20.34000,-20.34000,0
WASP-4 b,Transit,1.33823150,0.00000061,-0.00000061,0,393.15571,20.65895,-20.97678,0
OGLE-TR-113 b,Transit,1.43247570,0.00000130,-0.00000130,0,394.10920,54.03110,-54.03110,0
WASP-16 b,Transit,3.11860000,0.00001400,-0.00001400,0,394.10920,79.45750,-79.45750,0
WASP-24 b,Transit,2.34121000,0.00000200,-0.00000200,0,394.10920,92.17070,-92.17070,0
WASP-82 b,Transit,2.70578200,0.00000300,-0.00000300,0,394.10920,12.71320,-12.71320,0
WASP-4 b,Transit,1.33823144,0.00000032,-0.00000032,0,396.96967,16.52716,-16.52716,0
WASP-82 b,Transit,2.70578500,0.00000200,-0.00000200,0,397.27000,15.89000,-15.89000,0
WASP-4 b,Transit,1.33822990,0.00000230,-0.00000210,0,397.28750,15.89150,-16.20933,0
WASP-7 b,Transit,4.95466000,0.00004900,-0.00004900,0,397.28750,73.10090,-73.10090,0
TrES-2 b,Transit,2.47061010,0.00000180,-0.00000180,0,398.24099,16.84499,-16.84499,0
TrES-2 b,Transit,2.47061437,0.00000009,-0.00000009,0,398.24099,16.84499,-16.84499,0
OGLE-TR-113 b,Transit,1.43247520,,,0,400.44900,50.85100,-50.85100,0
WASP-100 b,Transit,2.84938000,0.00000800,-0.00000800,0,400.46580,143.02350,-143.02350,0
WASP-85 A b,Transit,2.65567770,0.00000044,-0.00000044,0,402.05495,20.65895,-20.65895,0
WASP-104 b,Transit,1.75541370,0.00000300,-0.00000300,0,403.00844,15.89150,-15.57367,0
Kepler-428 b,Transit,3.52563254,0.00000015,-0.00000015,0,403.63000,60.39000,-60.39000,0
WTS-2 b,Transit,1.01870680,0.00000065,-0.00000065,0,403.64410,60.38770,-66.74430,0
WASP-64 b,Transit,1.57329180,0.00000150,-0.00000150,0,403.94500,21.61200,-21.61200,0
WASP-104 b,Transit,1.75541370,0.00000180,-0.00000360,0,404.26300,14.93700,-14.93700,0
Qatar-1 b,Transit,1.42002406,0.00000021,-0.00000021,0,405.23325,25.10857,-13.66669,0
HAT-P-8 b,Transit,3.07634000,0.00000400,-0.00000400,0,406.82240,85.81410,-85.81410,0
KELT-7 b,Transit,2.73477490,0.00000390,-0.00000390,0,406.82240,57.20940,-57.20940,0
Kepler-428 b,Transit,3.52563254,0.00000015,-0.00000015,0,406.82240,41.31790,-41.31790,0
TrES-2 b,Transit,2.47063000,0.00001000,-0.00001000,0,406.82240,28.60470,-12.71320,0
KELT-14 b,Transit,1.71005660,0.00000320,-0.00000260,0,408.09372,10.17056,-10.17056,0
WASP-4 b,Transit,1.33823150,0.00000061,-0.00000061,0,409.68287,31.14734,-23.20159,0
HATS-68 b,Transit,3.58622020,0.00000470,-0.00000470,0,410.00070,18.75197,-18.75197,0
K2-113 b,Transit,5.81760800,0.00003100,-0.00002900,0,410.00070,41.31790,-44.49620,0
OGLE-TR-56 b,Transit,1.21190900,,,0,410.00070,38.13960,-38.13960,0
Qatar-1 b,Transit,1.42002586,0.00000275,-0.00000275,0,410.95419,23.83725,-23.83725,0
Qatar-1 b,Transit,1.42002420,0.00000022,-0.00000022,0,411.27202,16.52716,-15.57367,0
DS Tuc A b,Transit,8.13870000,0.00050000,-0.00050000,0,413.17900,,,1
OGLE-TR-56 b,Transit,1.21190900,0.00000100,-0.00000100,0,413.17900,25.74423,-25.74423,0
WASP-174 b,Transit,4.23370000,0.00000300,-0.00000300,0,413.17900,,,1
CoRoT-13 b,Transit,4.03519000,0.00003000,-0.00003000,0,415.70400,20.97600,-20.97600,0
HATS-4 b,Transit,2.51672900,0.00000200,-0.00000200,0,416.03947,12.71320,-12.39537,0
KELT-15 b,Transit,3.32944000,0.00001600,-0.00001600,0,416.35730,136.66690,-136.66690,0
KELT-17 b,Transit,3.08017160,0.00000530,-0.00000520,0,416.35730,88.99240,-92.17070,0
WASP-12 b,Transit,1.09142245,0.00000033,-0.00000033,0,416.35730,104.88390,-104.88390,0
CoRoT-13 b,Transit,4.03519000,0.00003000,-0.00003000,0,416.99296,30.51168,-30.51168,0
WASP-97 b,Transit,2.07276000,0.00000100,-0.00000100,0,419.52000,15.89000,-15.89000,0
TOI-5542 b,Transit,75.12375000,0.00019000,-0.00018000,0,419.53350,31.78284,-31.78284,0
HAT-P-6 b,Transit,3.85298000,0.00000500,-0.00000500,0,419.53560,95.34900,-95.34900,0
OGLE-TR-113 b,Transit,1.43247570,0.00000130,-0.00000130,0,419.53560,60.38770,-60.38770,0
Qatar-1 b,Transit,1.42002504,0.00000071,-0.00000071,0,419.85343,13.03103,-12.71320,0
HATS-4 b,Transit,2.51672900,0.00000200,-0.00000200,0,420.47100,8.89900,-8.89900,0
WASP-97 b,Transit,2.07276000,0.00000100,-0.00000100,0,420.48909,18.11631,-17.79848,0
